"NZ Music at Midem 18Jan02.doc", "http://www.tradenz.govt.nz/CWS/page_Article/0,1300,1340%252D1906%252D1906,00.html"
"NZ Music at Midem 18Jan02.doc", "http://www.nzmusic.org.nz"
"NZ Music Month Tizard 29April02.doc", "http://www.nzmusic.org.nz"
"NZ Music Quiz Follow-up 21May02.doc", "http://www.nzmusic.org.nz"
"Maori Made Mark generic 8Feb02.doc", "http://www.creativenz.govt.nz"
"NZ Music Month 2002 success 31May02.doc", "http://www.nzmusic.org.nz"
"OnlineEoNZ Register of Interest 15Oct02.doc", "http://www.mch.govt.nz"
"Nats arts policy out of step 17July02.doc", "http://www.labour.org.nz"
"Regional Museums 8 Feb 02.doc", "http://www.mch.govt.nz"
"Regional Museums Generic 8 Feb 02.doc", "http://www.mch.govt.nz"
"Tizard on Maori Made Mark.doc", "http://www.creativenz.govt.nz"
"Akld Growth Forum 17July02.doc", "http://www.labour.org.nz"
"Akld student loan savings 4March02.doc", "http://www.aucklandissues.govt.nz"
"Budget Auckland Tertiary 17May02.doc", "http://www.aucklandissues.govt.nz"
"Auckland Budget 2002 23 May02.doc", "http://www.aucklandissues.govt.nz"
"AucklandR&DGrants 18Jan02.doc", "http://www.technz.co.nz"
"AucklandR&DGrants 18Jan02.doc", "http://www.aucklandissues.govt.nz"
"Community funding 2001-02 central Auckland (290901).doc", "http://www.aucklandissues.govt.nz"
"Don't be complacent - vote on Saturday.doc", "http://www.labour.org.nz"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.industrynz.govt.nz"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.author-it.com"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.overclad.com"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.conceptualsolutionz.com"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.dejar.com"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.kog.co.nz"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.manson-marine.co.nz"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.rmsd.co.nz"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.starbt.com"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.ammas.com"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.best-practice.com"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.evolu.com"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.mobilecommerce.co.nz"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.slabdsp.com"
"Enterprise Awards Tizard 22Oct02.doc", "http://www.southernphotonics.com"
"RPPAuckland4Dec2002.doc", "http://www.industrynz.govt.nz"
"RPPAuckland4Dec2002.doc", "http://www.aucklandissues.govt.nz"
"More Akldrs on public transport 12Mar02.doc", "http://www.aucklandissues.govt.nz"
"Auckland-TransportPriority Swain.dot", "http://www.beehive.govt.nz"
"Auckland-TransportPriority Swain.dot", "http://www.nzbusiness.govt.nz"
"Tizard on Akld policing initiatives 27Mar02.doc", "http://www.executive.govt.nz"
"Tizard on Akld policing initiatives 27Mar02.doc", "http://www.aucklandissues.govt.nz"
"Small Business - Auckland 11Nov02.doc", "http://www.ird.govt.nz"
"Small Business - Auckland 11Nov02.doc", "http://www.beehive.govt.nz"
"Small Business - Auckland 11Nov02.doc", "http://www.nzbusiness.govt.nz"
"Swain on sulphur 31 Jan 02.doc", "http://www.executive.govt.nz/minister/swain/index.html"
"Swain on sulphur 31 Jan 02.doc", "http://www.nzbusiness.govt.nz"
"Tizard on Transport announcement 28Feb02.doc", "http://www.executive.govt.nz/minister/gosche"
"Tizard on Transport announcement 28Feb02.doc", "http://www.aucklandissues.govt.nz/"
"Parallel Importing Bill Introduced 17Dec02.doc", "http://www.beehive.govt.nz"
"Parallel Importing Bill Introduced 17Dec02.doc", "http://www.med.govt.nz"
"Patent Attorney Review Discussion 2Oct02.doc", "http://www.med.govt.nz"
"329771_1 MCA tips.DOC", "http://www.consumeraffairs.govt.nz"
"Digital Technology paper release pr11Dec02.doc", "http://www.med.govt.nz/buslt/int_prop/digital/position/"
"Trademarks Bill passed 22Nov02.doc", "http://www.beehive.govt.nz"
"On Consumer Affairs briefing 28Aug02.doc", "http://www.med.govt.nz/about/bim2002/cons-aff/"
"On Consumer Affairs briefing 28Aug02.doc", "http://www.consumer-ministry.govt.nz"
"Festive shopping tips 23Dec02.doc", "http://www.consumeraffairs.govt.nz"
"ECE Ak Central 12Sept02.doc", "http://www.labour.org.nz"
"Ak Central ICT cluster 15Oct02.doc", "http://www.ponsprim.com/"
"Ak Central ICT cluster 15Oct02.doc", "http://www.minedu.govt.nz/web/document/document_page.cfm?id=7383#P26_317"
"AkCentral Launch advisory 3July02.doc", "http://www.labour.org.nz"
"Laptops for Ak Cent Principals 19June02.doc", "http://www.labour.org.nz"
"Enterprise Awards 8May02.doc", "http://www.industrynz.govt.nz"
"Injury Prevention Strategy 30Oct02.doc", "http://www.nzips.govt.nz"
"Tizard on Council Housing 16April02.doc", "http://www.aucklandissues.govt.nz"
"Tizard on Council Housing 16April02.doc", "http://www.beehive.govt.nz"
"Stunt won't fix hardship 28June02.doc", "http://www.labour.org.nz"
"Transit info day Ak Central 6May02.doc", "http://www.aucklandissues.govt.nz"
"PMmainstatement.doc", "http://www.mfat.govt.nz/about/worksofart.html"
"Release of Labours LG policy.doc", "http://www.labour.org.nz"
"Preserving wartime memories18.doc", "http://www.mch.govt.nz/war-memory/"
"Swain Transport Vision Sept02.wbk", "http://www.beehive.govt.nz"
"Swain Transport Vision Sept02.wbk", "http://www.nzbusiness.govt.nz"
"JT Tauranga driver licensing 11july02.doc", "http://www.labour.org.nz"
"Health Effects Emissions 21Mar02.doc", "http://www.transport.govt.nz"
"Labour transport policy 10July02.doc", "http://www.labour.org.nz"
"driver licensing rule 10June02.doc", "http://www.ltsa.govt.nz"
"driver licensing rule 10June02.doc", "http://www.ltsa.govt.nz/consultation/driver-licensing-amendment/dl-amendment.html"
"safer, longer trucks 31May02.doc", "http://www.ltsa.govt.nz"
"Vehicle Emissions rule 9Dec02.doc", "http://www.transport.govt.nz"
"Vehicle Emissions rule 9Dec02.doc", "http://www.beehive.govt.nz"
"truck stability 31May02.doc", "http://www.ltsa.govt.nz"
"draft tauranga statement 11july02.doc", "http://www.labour.org.nz"
"rel-AREDSSept2002.doc", "http://www.areds.co.nz"
"medialabSpt2002.doc", "http://www.medialab.co.nz"
"ClarkScholarship 13Feb03.doc", "http://www.historic.org.nz"
"ClarkScholarship 13Feb03.doc", "http://www.museums-aotearoa.org.nz"
"VehicleEmissionsLaunch Reminder 1Oct03.doc", "http://www.beehive.govt.nz"
"GATS cultural issues letter draft.doc", "http://www.mfat.govt.nz"
"Cultural wellbeing pr20Nov03.doc", "http://www.stats.govt.nz/domino/external/web/nzstories.nsf/htmldocs/A+Measure+of+Culture"
"NZ Music Month Tizard 2May03.doc", "http://www.nzmusicmonth.co.nz"
"NZ at Midem 30Jan03.doc", "http://www.nzmusic.org.nz"
"NZ Music Month Tizard 1May03.doc", "http://www.nzmusicmonth.co.nz"
"PACE statistics pr 18June03.doc", "http://www.thebigidea.co.nz"
"PACE statistics pr 18June03.doc", "http://www.beehive.govt.nz/maharey"
"PACE statistics pr 18June03.doc", "http://www.beehive.govt.nz/tizard"
"NZMusic Quiz results 8May03.doc", "http://www.beehive.govt.nz"
"NZMusic Quiz results 8May03.doc", "http://www.nzmusicmonth.co.nz"
"NZMusic Quiz results 8May03.doc", "http://www.nzonair.govt.nz"
"NZMusic Quiz results 8May03.doc", "http://www.nzmusic.org.nz"
"NZ music worldwide pr19May03.doc", "http://www.nzmusic.org.nz"
"NZ music worldwide pr19May03.doc", "http://www.nzso.co.nz"
"NZ music worldwide pr19May03.doc", "http://www.summerstage.org"
"Maharey - taskforce response final.doc", "http://www.beehive.govt.nz/maharey"
"ScreenCouncilMembership22Nov.doc", "http://www.progressive.org.nz"
"ScreenCouncilMembership22Nov.doc", "http://www.med.govt.nz/irdev/econ_dev/growth-innovation/screen/index.html"
"Tizard to SXSW pr7March03.doc", "http://www.beehive.govt.nz"
"Tizard to SXSW pr7March03.doc", "http://www.nzmusic.org.nz"
"Tizard to SXSW pr7March03.doc", "http://www.MarketNewZealand.com"
"War memories campaign 10Jan03.doc", "http://www.mch.govt.nz"
"Akld Employment Stats 11Nov03.doc", "http://www.stats.govt.nz"
"Backup of Govt takes commonsense approach to tertiary fees.wbk", "http://www.beehive.govt.nz"
"Get to the game early 15Aug03.doc", "http://www.rideline.co.nz"
"Govt takes commonsense approach to tertiary fees.doc", "http://www.beehive.govt.nz"
"Tizard on Akld Transport & LTMB 17Jan03.doc", "http://www.transport.govt.nz/current/lt-management-bill"
"Backup of Another milestone for Auckland transport - Britomart.wbk", "http://www.beehive.govt.nz"
"Digital Amendments to Copyright Act 25 June 03.doc", "http://www.med@govt.nz"
"Patent&PlantAmdmts pr6Aug03.doc", "http://www.med.govt.nz"
"PatentTermXtn DiscussionPaper pr11June03.doc", "http://www.med.govt.nz"
"Pharmaceutical xtsn deferred Nov03.doc", "http://www.med.govt.nz"
"Patent - internet retailers advised to seek legal advice Final.doc", "http://www.iponz.govt.nz/search/cad/dbssiten.main"
"Trade marks regulations discussion document.doc", "http://www.med.govt.nz"
"Trade marks regulations discussion document.doc", "http://www.iponz.govt.nz"
"Performers Rights 18Dec03.doc", "http://www.med.govt.nz"
"AccessRadioFM 20May03.doc", "http://www.104.6planetfm.org.nz"
"DRAFT alister taylor.doc", "http://www.consumeraffairs.govt.nz/consumerinfo/fta.html"
"Broadband for Gulf Islands pr14Nov03.doc", "http://www.minedu.govt.nz/goto/probe"
"Gateway programme expands 28Aug03.doc", "http://www.modern-apprenticeships.govt.nz"
"Gateway programme expands 28Aug03.doc", "http://www.skillnz.govt.nz/new/gateway.htm"
"Gateway programme expands 28Aug03.doc", "http://www.skillnz.govt.nz/programmes/industry/industry_training.htm"
"Literacy&NumeracyinEducation pr18Aug03.doc", "http://www.minedu.govt.nz"
"Literacy&NumeracyinEducation pr18Aug03.doc", "http://www.tki.org.nz/e/maths/"
"Tizard on dog attack 4Feb03.doc", "http://www.labour.org.nz"
"Tizard on victims' rights 4Feb03.doc", "http://www.labour.org.nz"
"MVSA - Notes for 15 Dec 2003 launch.DOC", "http://www.newmarketeuropean.co.nz"
"SpeedLimitRule - March 2003 .doc", "http://www.ltsa.govt.nz"
"SpeedLimitRule - March 2003 .doc", "http://www.status.co.nz/ltsa.html"
"oralhistory09.doc", "http://www.nzdf.mil.nz"
"oralhistory09.doc", "http://www.mch.govt.nz"
"Backup of VehicleEmissionsRule QAs 18Sept03.wbk", "http://www.ltsa.govt.nzLTSA’s"
"Backup of VehicleEmissionsRule QAs 18Sept03.wbk", "http://www.ltsa.govt.nz"
"Backup of VehicleEmissionsRule QAs 18Sept03.wbk", "http://www.transport.govt.nz"
"AkldRailPlanresponse15May03.doc", "http://www.beehive.govt.nz"
"Govt announces Vehicle Emissions Policy 1Oct03.doc", "http://www.transport.govt.nz"
"Govt announces Vehicle Emissions Policy 1Oct03.doc", "http://www.beehive.govt.nz"
"VehicleEmissionsRule18Sept03.doc", "http://www.ltsa.org.nz"
"VehicleEmissionsRule18Sept03.doc", "http://www.transport.govt.nz"
"Vehicle Emissions Policy Bkgrd Info 1Oct03.doc", "http://www.beehive.govt.nz/ViewDocument.cfm?DocumentID=17870"
"Vehicle Emissions Policy Bkgrd Info 1Oct03.doc", "http://www.transport.govt.nz"
"Vehicle Emissions Policy Bkgrd Info 1Oct03.doc", "http://www.eeca.govt.nz"
"Vehicle Emissions Policy Bkgrd Info 1Oct03.doc", "http://www.mfe.govt.nz"
"Vehicle Emissions Policy Bkgrd Info 1Oct03.doc", "http://climatechange.govt.nz"
"Vehicle Emissions Policy Bkgrd Info 1Oct03.doc", "http://med.govt.nz"
"Govt programme on Vehicle Emissions pr3May03.doc", "http://www.transport.govt.nz"
"Govt programme on Vehicle Emissions pr3May03.doc", "http://www.beehive.govt.nz"
"Vehicle Emissions Q&A May03.doc", "http://www.mfe.govt.nz"
"Vehicle Emissions Q&A May03.doc", "http://www.beehive.govt.nz/ViewDocument.cfm?DocumentID=16574"
"Vehicle Emissions Q&A May03.doc", "http://www.med.govt.nz/ers/oil_pet/fuelquality/"
"Vehicle Emissions Q&A May03.doc", "http://www.energywiserally.org.nz"
"Vehicle Emissions Q&A May03.doc", "http://www.eeca.govt.nz"
"Vehicle Emissions Q&A May03.doc", "http://www.transport.govt.nz"
"Vehicle Emissions Q&A May03.doc", "http://www.climatechange.govt.nz"
"Vehicle Emissions Q&A May03.doc", "http://www.med.govt.nz"
"MOTfact_sheet-vehicle_emissions_jan03.doc", "http://www.transport.govt.nz"
"MOTfact_sheet-vehicle_emissions_jan03.doc", "http://www.eeca.govt.nz"
"MOTfact_sheet-vehicle_emissions_jan03.doc", "http://www.mfe.govt.nz"
"MOTfact_sheet-vehicle_emissions_jan03.doc", "http://www.climatechange.govt.nz"
"MOTfact_sheet-vehicle_emissions_jan03.doc", "http://www.med.govt.nz"
"VehicleEmissionsRule QAs 18Sept03.doc", "http://www.ltsa.govt.nzLTSA’s"
"VehicleEmissionsRule QAs 18Sept03.doc", "http://www.ltsa.govt.nz"
"VehicleEmissionsRule QAs 18Sept03.doc", "http://www.transport.govt.nz"
"Corporate Arts Sponsorship - Its good businessl.doc", "http://www.mch.govt.nz"
"Best practice for heritage properties.doc", "http://www.mch.govt.nz"
"CNZ survey welcomed pr16Feb04.doc", "http://www.creativenz.govt.nz"
"Fuel4arts Sep04.doc", "http://www.fuel4arts.co.nz"
"Fuel4arts Aug04.doc", "http://www.fuel4arts.co.nz"
"NZ Festival shows 19Mar04.doc", "http://www.creativenz.govt.nz"
"NZ Festival shows 19Mar04.doc", "http://www.nzfestival.telecom.co.nz"
"NZ Music Month Tizard May 2004.doc", "http://www.nzmusicmonth.co.nz"
"Music Month Quiz Results.doc", "http://www.beehive.govt.nz"
"Music Month Quiz Results.doc", "http://www.nzmusicmonth.co.nz"
"Music Month Quiz Results.doc", "http://www.nzonair.govt.nz"
"Music Month Quiz Results.doc", "http://www.nzmusic.org.nz"
"BreastScreen expansion pr24Feb04.doc", "http://www.breastscreen.org.nz"
"BreastScreen expansion pr24Feb04.doc", "http://www.beehive.govt.nz/king"
"Walking school buses essential 14Jan04.doc", "http://www.roadsafeauckland.org.nz"
"The music format shifting issue pr22Mar04.doc", "http://www.med@govt.nz"
"The music format shifting issue pr22Mar04.doc", "http://www.beehive.govt.nz/ViewDocument.cfm?DocumentID=17157"
"Release of Draft Patents Bill.DOC", "http://www.med.govt.nz/buslt/int_prop/patentsreview/"
"Geographical Indications 04.DOC", "http://www.med.govt.nz"
"GEfree labelling discussion pr11April03.doc", "http://www.consumeraffairs.govt.nz"
"GEfree labelling discussion pr11April03.doc", "http://www.nzfsa.govt.nz"
"Christmas credit Dec03.doc", "http://www.consumeraffairs.govt.nz"
"YoYoBall Caution pr19May03.doc", "http://www.consumeraffairs.govt.nz"
"OECD cross-border protection pr18June03.doc", "http://www.oecd.org/sti/crossborderfraud"
"MVSA comes into force pr15Dec03.DOC", "http://www.motortraders.med.govt.nz"
"MVSA comes into force pr15Dec03.DOC", "http://www.consumeraffairs.govt.nz"
"MVSA effectiveness date pr31Oct03.DOC", "http://www.beehive.govt.nz/ViewDocument.cfm?DocumentID=17101"
"Powerswitch reminder pr16April03.doc", "http://www.powerswitch.org.nz"
"Powerswitch reminder pr16April03.doc", "http://www.consumeraffairs.govt.nz/electricity-issues.html"
"CCCFA - New credit regulations Aug04.DOC", "http://www.consumeraffairs.govt.nz"
"Draft ConsumerBuild Media release -didn't go out.DOC", "http://www.consumerbuild.org.nz"
"Discussion paper on GM labelling.DOC", "http://www.comcom.govt.nz"
"Consumer Rights Day pr15Mar04.doc", "http://www.consumeraffairs.govt.nz"
"MV Traders register 2Feb04.doc", "http://www.motortraders.med.govt.nz"
"MV Traders register 2Feb04.doc", "http://www.consumeraffairs.govt.nz/businessinfo/mvsa.html"
"MV Traders register 2Feb04.doc", "http://www.companies.govt.nz"
"NZ to comment on product safety 13 9 04.DOC", "http://www.consumeraffairs.govt.nz/policyandlaw/discussionpapers/index.html"
"Unsafe Rubber Hot Water Bottles.DOC", "http://www.consumeraffairs.govt.nz"
"NZ to comment on Aus product safety review.DOC", "http://www.consumeraffairs.govt.nz/policyandlaw/discussionpapers/index.html"
"Hero Debate 22Jan04.doc", "http://www.labour.org.nz"
"Hero Debate 22Jan04.doc", "http://www.comedy.co.nz"
"Laptops for Auck Central teachers.doc", "http://www.minedu.govt.nz/goto/tela"
"Project PROBE Aug04.doc", "http://www.probe.govt.nz"
"Public submissions on workplace saving.doc", "http://www.beehive.govt.nz/cullen"
"Public submissions on workplace saving.doc", "http://www.retirement.org.nz"
"Public submissions on workplace saving.doc", "http://www.sorted.org.nz"
"Literacy AkCentral pr29Mar04.doc", "http://www.probe.govt.nz"
"BACKGROUNDER Vehicle Emissions Pilot Testing Programme September.doc", "http://www.beehive.govt.nz/ViewDocument.cfm?DocumentID=17975"
"BACKGROUNDER Vehicle Emissions Pilot Testing Programme September.doc", "http://www.transport.govt.nz/business/land/vehicle-exhaust-emissions-2003.php"
"BACKGROUNDER Vehicle Emissions Pilot Testing Programme September.doc", "http://www.4million.org.nz"
"BACKGROUNDER Vehicle Emissions Pilot Testing Programme September.doc", "http://www.eeca.govt.nz"
"BACKGROUNDER Vehicle Emissions Pilot Testing Programme September.doc", "http://www.energywise.org.nz"
"School leavers Aug04.doc", "http://www.workandincome.govt.nz"
"VEP discussion doc launch.doc", "http://www.transport.govt.nz"
"Cycling to tertiary study Feb04.doc", "http://www.energywise.org.nz"
"Drive safe, protect climate 2Jan04.doc", "http://www.beehive.govt.nz/ViewDocument.cfm?DocumentID=17975"
"Vehicle emissions Q&A 17Nov04.doc", "http://www.beehive.govt.nz/ViewDocument.cfm?DocumentID=17870"
"Vehicle emissions Q&A 17Nov04.doc", "http://www.transport.govt.nz"
"Vehicle emissions Q&A 17Nov04.doc", "http://www.eeca.govt.nz"
"Vehicle emissions Q&A 17Nov04.doc", "http://www.mfe.govt.nz"
"Vehicle emissions Q&A 17Nov04.doc", "http://climatechange.govt.nz"
"Vehicle emissions Q&A 17Nov04.doc", "http://med.govt.nz"
"Vehicle emsisions Backgrounder.doc", "http://www.beehive.govt.nz/ViewDocument.cfm?DocumentID=17975"
"Vehicle emsisions Backgrounder.doc", "http://www.transport.govt.nz/business/land/vehicle-exhaust-emissions-2003.php"
"Vehicle emsisions Backgrounder.doc", "http://www.4million.org.nz"
"Vehicle emsisions Backgrounder.doc", "http://www.eeca.govt.nz"
"Vehicle emsisions Backgrounder.doc", "http://www.energywise.org.nz"
"Walking back to school 26Jan04.doc", "http://www.energywise.org.nz"
"Advisory Steriogram free concert May 2005.doc", "http://www.steriogram.com"
"JT GABA September 2005.doc", "http://www.labour.org.nz"
"Appointment - O'Regan HPT August 2005.doc", "http://www.historic.org.nz"
"APRA Silver Scroll.20sept2006.doc", "http://www.beehive.govt.nz/tizard"
"Appointment - Salmond HPT July 2005.doc", "http://www.historic.org.nz"
"Arts policy statement September 2005.doc", "http://www.labour.org.nz"
"Creative NZ April 2005.doc", "http://www.creativenz.govt.nz/resources/publications.html"
"Creative NZ April 2005.doc", "http://www.mch.govt.nz"
"From Memory programme and website June 2005.doc", "http://www.NZHistory.net.nz"
"Congratulations Scribe Evermore May 2005.doc", "http://www.scribescribe.com"
"Congratulations Scribe Evermore May 2005.doc", "http://www.evermoreband.com"
"Music Month- setting the record straight 11 May 2005.doc", "http://www.nzmusicmonth.co.nz"
"Maharey and JT on PACE March 2005.doc", "http://www.beehive.govt.nz/maharey"
"NZ Music Month quiz results May 2005.doc", "http://www.beehive.govt.nz"
"NZ Music Month quiz results May 2005.doc", "http://www.nzmusicmonth.co.nz"
"NZ Music Month quiz results May 2005.doc", "http://www.nzonair.govt.nz"
"NZ Music Month quiz results May 2005.doc", "http://www.nzmusic.org.nz"
"PM Hyde Park Memorial December 2005.doc", "http://www.mch.govt.nz/london/"
"PM Hyde Park Memorial QandA.DOC", "http://www.mch.govt.nz"
"PM cultural statistics June 2005.doc", "http://www.stats.govt.nz"
"PM cultural statistics June 2005.doc", "http://www.mch.govt.nz"
"PM launches Te Ara Feb 2005.doc", "http://www.TeAra.govt.nz"
"Te Matatini Maharey-Tizard Feb 2005.doc", "http://www.beehive.govt.nz/maharey"
"Tizard to Australia July 2005.doc", "http://www.queenslandmusicfestival.com.au/aimm/nz.html"
"Smash palace June 2005.doc", "http://www.beehive.govt.nz/maharey"
"Top Art exhibition July 2005.doc", "http://www.topart.school.nz"
"Creative industries November 2005.doc", "http://www.aucklandcity.govt.nz/auckland/economy/creative/default.asp"
"Turkish dance April 2005.doc", "http://www.fireofanatolia.com"
"Two cars one night Jan 05.doc", "http://www.twocarsonenight.com"
"Auckland region jobs September 2005.doc", "http://www.labour.org.nz"
"ARC gifted land October 2005.doc", "http://www.arc.govt.nz"
"Auckland roads September 2005.doc", "http://www.labour.org.nz"
"Charities Commission Bill 14 April 2005.doc", "http://www.charities.govt.nz"
"Charities Commission April 2005.doc", "http://www.charities.govt.nz"
"Charities Commission April 2005.doc", "http://www.charities.govt.nz/resources/cab-dep-res-adm-char-act.html"
"Plant Variety Rights Act August 2005.doc", "http://www.med.govt.nz/buslt/int_prop/plantvarietyreview/draftbill/index.html"
"Effective industy-led regulation July 2005.doc", "http://www.consumeraffairs.govt.nz"
"Checking personal credit August 2005.doc", "http://www.mycreditfile.co.nz"
"Checking personal credit August 2005.doc", "http://www.dnb.co.nz"
"Checking personal credit August 2005.doc", "http://www.privacy.org.nz/privword/latestpw.html"
"Hot water bottles reminder May 2005.doc", "http://www.consumeraffairs.govt.nz"
"National Consumer survey November 2005.doc", "http://www.consumeraffairs.govt.nz"
"No Holes Tongue Stud banned December 2005.doc", "http://www.consumeraffairs.govt.nz"
"Release of Consumer Credit Survey March 2005.doc", "http://www.consumeraffairs.govt.nz"
"10toys not to buy.11dec2006.draft.DOC", "http://www.consumeraffairs.govt.nz"
"Christmas exchanges, returns and gift vouchers.DOC", "http://www.consumeraffairs.govt.nz"
"30 Years of the Metric System.14dec2006.DOC", "http://www.legislation.govt.nz"
